CustomerId,surname,middle,given,sex,age,bday,est_income
15675749,Baranov,A,Helen,Female,23,1994-06-06," PHP 95,000.00 "
15675787,Rivera,B,Donald,Male,26,1991-06-24," PHP 109,000.00 "
15675791,Williams,K,Steven,Male,36,1981-05-12," PHP 75,000.00 "
15675794,Hsing,O,Charles,Male,47,1970-06-04," PHP 79,000.00 "
15675842,Pinto,C,George,Male,26,1991-06-17," PHP 50,000.00 "
15675854,Douglas,T,John,Male,50,1967-06-06," PHP 124,000.00 "
15675888,Austin,F,Mary,Female,33,1984-06-05," PHP 67,000.00 "
15675896,Gough,B,Ruth,Female,42,1975-06-16," PHP 51,000.00 "
15675926,Ardis,N,James,Male,34,1983-05-11," PHP 14,000.00 "
15675949,Fleming,G,Jennifer,Female,43,1974-06-22," PHP 40,000.00 "
15675963,Padovano,Q,Barbara,Female,57,1960-06-30," PHP 90,000.00 "
15675964,Chukwukadibia,Q,Sandra,Female,45,1972-05-29," PHP 68,000.00 "
15675983,Wood,H,Jennifer,Female,36,1981-05-18," PHP 152,000.00 "
15676091,Iloerika,R,Joseph,Male,42,1975-06-17," PHP 29,000.00 "
15676094,Osonduagwuike,P,Karen,Female,34,1983-06-24," PHP 104,000.00 "
15676117,Zinachukwudi,E,Paul,Male,44,1973-05-27," PHP 104,000.00 "
15676156,Boyle,G,Linda,Female,32,1985-06-08," PHP 135,000.00 "
15676242,Artemova,C,John,Male,31,1986-06-09," PHP 51,000.00 "
15676353,Etheridge,K,Brian,Male,35,1982-05-25," PHP 26,000.00 "
15676404,Kirillov,R,Helen,Female,50,1967-06-25," PHP 15,000.00 "
15676433,Allan,M,Karen,Female,36,1981-06-11," PHP 58,000.00 "
15676513,Burns,N,David,Male,35,1982-05-13," PHP 143,000.00 "
15676519,George,B,Edward,Male,61,1956-07-02," PHP 105,000.00 "
15676521,Y?an,B,Sandra,Female,31,1986-06-12," PHP 168,000.00 "
15676526,Bentley,I,Lisa,Female,34,1983-05-14," PHP 130,000.00 "
15676571,Bezrukova,D,Robert,Male,55,1962-06-14," PHP 10,000.00 "
15676576,Stephenson,Q,Donna,Female,43,1974-06-20," PHP 34,000.00 "
15676645,Parry,P,Charles,Male,45,1972-06-17," PHP 94,000.00 "
15676707,Sidorov,M,Sharon,Female,39,1978-05-19," PHP 62,000.00 "
15676810,Jen,T,Barbara,Female,31,1986-06-25," PHP 26,000.00 "
15676835,Anayolisa,O,Thomas,Male,33,1984-05-08," PHP 134,000.00 "
15676869,T'ien,P,Kenneth,Male,36,1981-05-25," PHP 78,000.00 "
15676895,Cattaneo,B,Mary,Female,39,1978-06-21," PHP 68,000.00 "
15676909,Mishin,C,Susan,Female,34,1983-06-05," PHP 129,000.00 "
15676937,Nicholls,Q,Susan,Female,32,1985-06-10," PHP 25,000.00 "
15676958,Zito,D,David,Male,34,1983-05-27," PHP 63,000.00 "
15676966,Capon,E,George,Male,42,1975-05-22," PHP 46,000.00 "
15677020,Selezneva,Q,Sandra,Female,58,1959-06-04," PHP 100,000.00 "
15677049,O'Brien,K,Donna,Female,25,1992-06-20," PHP 138,000.00 "
15677052,Ko,A,Dorothy,Female,59,1958-05-18," PHP 110,000.00 "
15677062,Howe,F,Nancy,Female,38,1979-05-22," PHP 18,000.00 "
15677087,Green,N,Ruth,Female,39,1978-05-30," PHP 27,000.00 "
15677105,Rossi,S,Maria,Female,46,1971-05-15," PHP 90,000.00 "
15677112,Chukwufumnanya,I,Richard,Male,39,1978-05-18," PHP 58,000.00 "
15677117,Crawford,F,Barbara,Female,61,1956-06-02," PHP 86,000.00 "
15677123,Aksyonova,R,Edward,Male,37,1980-05-16," PHP 25,000.00 "
15677135,Lorenzo,G,John,Male,61,1956-05-27," PHP 55,000.00 "
15677136,Okwukwe,G,Linda,Female,23,1994-06-08," PHP 87,000.00 "
15677141,Turnbull,Q,William,Male,29,1988-05-21," PHP 50,000.00 "
15677146,Obiajulu,G,Nancy,Female,28,1989-05-06," PHP 35,000.00 "
15677173,Law,D,John,Male,37,1980-06-19," PHP 24,000.00 "
15677184,Cremonesi,R,Linda,Female,35,1982-06-25," PHP 40,000.00 "
15677217,Ibragimova,S,David,Male,30,1987-06-23," PHP 160,000.00 "
15677243,Wan,B,William,Male,43,1974-05-23," PHP 104,000.00 "
15677249,Somadina,E,Charles,Male,42,1975-06-20," PHP 156,000.00 "
15677288,Geach,P,Brian,Male,,," PHP 9,000.00 "
15677305,Hsieh,Q,Karen,Female,35,1982-05-20," PHP 8,000.00 "
15677307,Lo,B,Nancy,Female,40,1977-06-12," PHP 153,000.00 "
15677310,Christie,Q,Christopher,Male,62,1955-06-05," PHP 54,000.00 "
15677317,Ankudinova,I,Betty,Female,29,1988-05-08," PHP 100,000.00 "
15677336,Aitken,D,William,Male,57,1960-05-22," PHP 106,000.00 "
15677369,Golubov,G,Lisa,Female,37,1980-06-03," PHP 145,000.00 "
15677371,Ko,Q,Maria,Female,30,1987-05-28," PHP 25,000.00 "
15677377,Lawrence,D,Robert,Male,37,1980-06-13," PHP 39,000.00 "
15677387,Folliero,Q,Sandra,Female,33,1984-06-08," PHP 40,000.00 "
15677395,Nwabugwu,O,Barbara,Female,39,1978-06-12," PHP 144,000.00 "
15677435,Kazantseva,I,Jennifer,Female,29,1988-06-19," PHP 132,000.00 "
15677512,McEncroe,Q,Elizabeth,Female,22,1995-05-13," PHP 67,000.00 "
15677522,Rossi,J,Brian,Male,33,1984-05-28," PHP 20,000.00 "
15677538,Nwokike,D,George,Male,38,1979-05-23," PHP 68,000.00 "
15677550,Folliero,S,Elizabeth,Female,38,1979-05-14," PHP 28,000.00 "
15677586,Romero,O,Patricia,Female,32,1985-06-04," PHP 96,000.00 "
15677610,Chambers,K,Mary,Female,41,1976-06-06," PHP 46,000.00 "
15677739,Dellucci,A,Edward,Male,36,1981-06-13," PHP 38,000.00 "
15677783,Graham,K,Thomas,Male,38,1979-05-19," PHP 68,000.00 "
15677785,Stevenson,S,Mark,Male,32,1985-05-21," PHP 106,000.00 "
15677796,Becher,O,Christopher,Male,47,1970-06-05," PHP 142,000.00 "
15677804,Aliyeva,R,William,Male,38,1979-06-24," PHP 39,000.00 "
15677828,Chalmers,K,Ruth,Female,34,1983-05-19," PHP 40,000.00 "
15677871,Cocci,N,Richard,Male,38,1979-06-12," PHP 48,000.00 "
15677906,Owens,P,Betty,Female,54,1963-05-16," PHP 105,000.00 "
15677908,Gilbert,D,Richard,Male,42,1975-06-18," PHP 158,000.00 "
15677921,Bobrov,I,Robert,Male,60,1957-05-27," PHP 139,000.00 "
15677939,Ch'eng,M,Dorothy,Female,41,1976-06-14," PHP 130,000.00 "
15677955,Tsui,P,Michael,Male,33,1984-05-29," PHP 48,000.00 "
15678034,Grosse,B,Thomas,Male,46,1971-06-24," PHP 20,000.00 "
15678057,Lombardi,K,Thomas,Male,44,1973-06-15," PHP 48,000.00 "
15678058,Ayers,R,Brian,Male,38,1979-05-16," PHP 150,000.00 "
15678067,Boyle,L,Robert,Male,45,1972-06-17," PHP 122,000.00 "
15678129,Hill,C,Maria,Female,45,1972-05-12," PHP 131,000.00 "
15678146,Wong,Q,Susan,Female,24,1993-06-10," PHP 68,000.00 "
15678168,Gibson,D,Jennifer,Female,27,1990-05-15," PHP 140,000.00 "
15678173,Collee,H,David,Male,35,1982-05-21," PHP 125,000.00 "
15678201,Robertson,I,Mary,Female,46,1971-06-20," PHP 70,000.00 "
15678206,Yeh,N,Michael,Male,46,1971-06-14," PHP 155,000.00 "
15678210,Robson,D,Charles,Male,38,1979-05-17," PHP 170,000.00 "
15678284,Pai,N,Steven,Male,35,1982-06-21," PHP 105,000.00 "
15678317,Manfrin,R,Brian,Male,46,1971-06-19," PHP 33,000.00 "
15678333,Parry-Okeden,F,Sandra,Female,26,1991-05-30," PHP 62,000.00 "
15678374,Colombo,N,Susan,Female,59,1958-06-13," PHP 151,000.00 "
15678385,Lange,K,William,Male,25,1992-05-21," PHP 18,000.00 "
15678412,Nwankwo,Q,Betty,Female,45,1972-06-27," PHP 25,000.00 "
15678427,Genovese,H,Carol,Female,27,1990-06-02," PHP 15,000.00 "
15678460,Dodgshun,P,Thomas,Male,30,1987-05-10," PHP 57,000.00 "
15678497,Lederer,I,Brian,Male,48,1969-05-22," PHP 137,000.00 "
15678571,Barber,S,William,Male,21,1996-05-20," PHP 26,000.00 "
15678572,Keating,C,Brian,Male,38,1979-06-03," PHP 68,000.00 "
15678626,Okonkwo,P,Ruth,Female,31,1986-06-13," PHP 146,000.00 "
15678720,Evans,J,Barbara,Female,44,1973-06-29," PHP 166,000.00 "
15678725,Chamberlin,G,Jennifer,Female,29,1988-05-12," PHP 85,000.00 "
15678727,Tan,N,Daniel,Male,45,1972-06-12," PHP 36,000.00 "
15678779,Quezada,D,Mark,Male,33,1984-05-08," PHP 5,000.00 "
15678882,Hay,M,Charles,Male,37,1980-05-12," PHP 26,000.00 "
15678886,Golubev,G,George,Male,38,1979-06-26," PHP 55,000.00 "
15678910,Ts'ai,P,Karen,Female,30,1987-06-20," PHP 29,000.00 "
15678944,Brown,M,Patricia,Female,32,1985-06-04," PHP 18,000.00 "
15679024,Udinesi,P,Joseph,Male,32,1985-06-11," PHP 47,000.00 "
15679029,Kung,T,Christopher,Male,33,1984-06-01," PHP 90,000.00 "
15679048,Koger,N,Robert,Male,41,1976-06-20," PHP 88,000.00 "
15679062,Morrison,R,Jennifer,Female,47,1970-06-07," PHP 97,000.00 "
15679075,Onyemere,P,George,Male,37,1980-06-09," PHP 30,000.00 "
15679145,Chou,H,Christopher,Male,57,1960-06-03," PHP 27,000.00 "
15679148,Oliver,M,John,Male,44,1973-06-08," PHP 47,000.00 "
15679200,Crawford,N,Thomas,Male,29,1988-05-07," PHP 97,000.00 "
15679249,Chou,N,Ruth,Female,57,1960-06-01," PHP 146,000.00 "
15679283,Parkhill,F,Linda,Female,33,1984-05-28," PHP 150,000.00 "
15679284,Aksenov,I,Helen,Female,45,1972-06-15," PHP 34,000.00 "
15679294,Brennan,A,Patricia,Female,46,1971-06-24," PHP 50,000.00 "
15679297,Volkova,N,James,Male,43,1974-06-08," PHP 80,000.00 "
15679299,Shen,K,Linda,Female,27,1990-05-28," PHP 51,000.00 "
15679307,Kazantseva,C,Barbara,Female,43,1974-05-16," PHP 67,000.00 "
15679394,Owen,H,Maria,Female,41,1976-05-15," PHP 57,000.00 "
15679410,Caldwell,B,Elizabeth,Female,62,1955-06-16," PHP 40,000.00 "
15679429,Bell,R,Charles,Male,32,1985-06-14," PHP 32,000.00 "
15679453,Hung,S,Maria,Female,39,1978-06-22," PHP 109,000.00 "
15679531,Collins,N,Mark,Male,34,1983-05-19," PHP 130,000.00 "
15679550,Chukwualuka,H,Thomas,Male,32,1985-05-11," PHP 143,000.00 "
15679551,Colombo,H,Margaret,Female,46,1971-06-07," PHP 135,000.00 "
15679587,Chan,O,Elizabeth,Female,34,1983-06-25," PHP 39,000.00 "
15679611,Andrews,G,Mary,Female,37,1980-06-15," PHP 40,000.00 "
15679622,Clayton,H,Edward,Male,35,1982-06-18," PHP 30,000.00 "
15679642,Feng,H,John,Male,44,1973-06-13," PHP 50,000.00 "
15679651,Gardiner,H,Lisa,Female,37,1980-05-27," PHP 169,000.00 "
15679663,Chiazagomekpere,N,Linda,Female,36,1981-06-01," PHP 109,000.00 "
15679668,Yao,O,Joseph,Male,38,1979-06-07," PHP 137,000.00 "
15679693,Walker,B,James,Male,31,1986-06-04," PHP 6,000.00 "
15679733,Haugh,J,Joseph,Male,40,1977-06-10," PHP 56,000.00 "
15679738,Brown,H,Lisa,Female,35,1982-05-14," PHP 79,000.00 "
15679743,Genovesi,N,Susan,Female,33,1984-06-19," PHP 101,000.00 "
15679760,Slattery,R,Kenneth,Male,46,1971-05-14," PHP 68,000.00 "
15679770,Smith,H,Sharon,Female,61,1956-06-06," PHP 29,000.00 "
15679801,Hsueh,H,Carol,Female,39,1978-06-15," PHP 29,000.00 "
15679804,Esquivel,L,Brian,Male,36,1981-05-13," PHP 90,000.00 "
15679810,Chapman,R,Christopher,Male,39,1978-05-10," PHP 137,000.00 "
15679813,Ellis,I,William,Male,28,1989-05-07," PHP 49,000.00 "
15679884,Hs?eh,D,Daniel,Male,48,1969-06-14," PHP 55,000.00 "
15679909,Pugliesi,H,Thomas,Male,41,1976-06-14," PHP 88,000.00 "
15679928,Horsfall,O,Maria,Female,31,1986-05-28," PHP 80,000.00 "
15679961,Davidson,B,Richard,Male,46,1971-05-28," PHP 46,000.00 "
15679963,Moretti,N,Brian,Male,43,1974-06-14," PHP 20,000.00 "
15679966,Marsh,I,Margaret,Female,31,1986-05-23," PHP 141,000.00 "
15679968,Ting,L,Charles,Male,40,1977-06-12," PHP 166,000.00 "
15679983,Garmon,A,William,Male,34,1983-05-29," PHP 42,000.00 "
15679991,Kennedy,D,Jennifer,Female,28,1989-05-08," PHP 121,000.00 "
15680001,McDonald,L,Brian,Male,38,1979-06-15," PHP 85,000.00 "
15680046,Onochie,J,Robert,Male,36,1981-05-13," PHP 21,000.00 "
15680112,Stewart,N,Donna,Female,35,1982-06-19," PHP 162,000.00 "
15680141,Yuan,H,Helen,Female,35,1982-05-08," PHP 84,000.00 "
15680197,Thynne,A,Michael,Male,41,1976-05-18," PHP 118,000.00 "
15680201,Marcelo,N,Richard,Male,24,1993-06-17," PHP 24,000.00 "
15680224,Ross,I,Helen,Female,26,1991-05-12," PHP 36,000.00 "
15680234,Bray,A,David,Male,27,1990-05-30," PHP 126,000.00 "
15680243,Brown,I,George,Male,19,1998-05-12," PHP 37,000.00 "
15680278,Ts'ai,G,Patricia,Female,42,1975-06-21," PHP 38,000.00 "
15680303,Gibson,M,Joseph,Male,57,1960-06-13," PHP 29,000.00 "
15680346,Chuang,R,Joseph,Male,40,1977-06-22," PHP 41,000.00 "
15680370,DeRose,B,Kenneth,Male,39,1978-06-15," PHP 48,000.00 "
15680399,Tung,N,William,Male,23,1994-06-19," PHP 29,000.00 "
15680405,P'eng,A,Daniel,Male,40,1977-05-31," PHP 139,000.00 "
15680421,Challis,B,Helen,Female,42,1975-06-22," PHP 128,000.00 "
15680430,Ajuluchukwu,M,Patricia,Female,49,1968-06-19," PHP 67,000.00 "
15680436,Hsing,O,Ruth,Female,29,1988-05-25," PHP 134,000.00 "
15680449,Hsing,C,Jennifer,Female,44,1973-06-18," PHP 45,000.00 "
15680517,Sal,I,Margaret,Female,34,1983-05-22," PHP 35,000.00 "
15680587,Esposito,R,Daniel,Male,23,1994-06-09," PHP 25,000.00 "
15680597,Cover,K,Christopher,Male,38,1979-06-06," PHP 138,000.00 "
15680643,Lo,S,Helen,Female,42,1975-06-09," PHP 119,000.00 "
15680666,Berry,N,Maria,Female,39,1978-05-16," PHP 137,000.00 "
15680683,Simmons,S,Thomas,Male,29,1988-05-21," PHP 105,000.00 "
15680685,Patterson,O,Brian,Male,30,1987-05-09," PHP 92,000.00 "
15680706,Balashov,O,Paul,Male,48,1969-06-09," PHP 146,000.00 "
15680727,Fang,P,Christopher,Male,49,1968-06-25," PHP 116,000.00 "
15680752,Horrocks,K,Lisa,Female,49,1968-05-15," PHP 50,000.00 "
15680772,Hu,M,Lisa,Female,36,1981-06-25," PHP 85,000.00 "
15680804,Abbott,D,Daniel,Male,29,1988-06-07," PHP 16,000.00 "
15680843,Sherrod,T,Michael,Male,34,1983-06-14," PHP 150,000.00 "
15680855,Iloabuchi,O,John,Male,33,1984-05-24," PHP 76,000.00 "
15680895,Sal,C,Carol,Female,35,1982-06-13," PHP 163,000.00 "
15680901,Potter,E,Nancy,Female,34,1983-06-27," PHP 66,000.00 "
15680918,Freeman,G,Michael,Male,34,1983-05-16," PHP 114,000.00 "
15680920,Marchesi,O,Kenneth,Male,46,1971-05-25," PHP 108,000.00 "
15680970,Lombardi,K,Sharon,Female,41,1976-05-25," PHP 130,000.00 "
15680998,Nwankwo,R,Brian,Male,44,1973-06-22," PHP 99,000.00 "
15681007,Yen,O,Betty,Female,35,1982-06-09," PHP 58,000.00 "
15681026,Lucciano,H,Mary,Female,33,1984-06-05," PHP 91,000.00 "
15681068,Chinagorom,B,Patricia,Female,45,1972-06-19," PHP 80,000.00 "
15681075,Chukwualuka,O,Sharon,Female,58,1959-06-28," PHP 10,000.00 "
15681081,Marrero,C,Patricia,Female,47,1970-05-29," PHP 50,000.00 "
15681115,Iroawuchi,N,Robert,Male,39,1978-05-23," PHP 75,000.00 "
15681126,Baker,I,Sandra,Female,38,1979-05-12," PHP 123,000.00 "
15681174,Zuev,O,Daniel,Male,39,1978-05-13," PHP 120,000.00 "
15681180,Barese,M,Elizabeth,Female,23,1994-05-19," PHP 33,000.00 "
15681196,Chikere,J,Christopher,Male,35,1982-05-08," PHP 120,000.00 "
15681206,Hsing,T,Maria,Female,49,1968-06-08," PHP 106,000.00 "
15681220,Chou,I,Maria,Female,37,1980-06-06," PHP 56,000.00 "
15681274,Marshall,O,Elizabeth,Female,56,1961-05-15," PHP 56,000.00 "
15681316,Tai,I,Jennifer,Female,41,1976-05-14," PHP 145,000.00 "
15681327,Akhtar,J,Paul,Male,30,1987-06-06," PHP 5,000.00 "
15681332,Tate,T,Linda,Female,43,1974-06-02," PHP 108,000.00 "
15681342,Hurst,J,Jennifer,Female,35,1982-06-26," PHP 107,000.00 "
15681402,Ngozichukwuka,A,Elizabeth,Female,61,1956-06-05," PHP 118,000.00 "
15681410,Korff,F,Elizabeth,Female,36,1981-05-21," PHP 35,000.00 "
15681439,Tsou,P,Michael,Male,25,1992-06-05," PHP 19,000.00 "
15681446,Sun,B,Maria,Female,37,1980-06-05," PHP 119,000.00 "
15681476,Foveaux,T,Barbara,Female,39,1978-06-21," PHP 84,000.00 "
15681506,Lane,T,James,Male,43,1974-06-24," PHP 174,000.00 "
15681509,McKay,G,Helen,Female,28,1989-05-11," PHP 39,000.00 "
15681550,Lablanc,J,Carol,Female,41,1976-06-24," PHP 5,000.00 "
15681554,Alley,I,Dorothy,Female,31,1986-06-04," PHP 57,000.00 "
15681562,Trevisan,O,Betty,Female,43,1974-06-27," PHP 98,000.00 "
15681671,Nkemjika,N,John,Male,28,1989-05-10," PHP 47,000.00 "
15681697,Rueda,O,Edward,Male,31,1986-05-15," PHP 110,000.00 "
15681705,Fanucci,T,Charles,Male,28,1989-05-17," PHP 47,000.00 "
15681755,Dennys,S,Susan,Female,32,1985-06-04," PHP 48,000.00 "
15681758,Baddeley,H,Ruth,Female,25,1992-06-13," PHP 35,000.00 "
15681843,Barbour,A,Patricia,Female,35,1982-05-23," PHP 125,000.00 "
15681878,Fan,R,Daniel,Male,45,1972-06-23," PHP 135,000.00 "
15681887,Eskridge,S,Daniel,Male,33,1984-06-08," PHP 35,000.00 "
15681924,Ekwueme,K,Thomas,Male,38,1979-05-14," PHP 45,000.00 "
15681928,Yancy,T,Dorothy,Female,35,1982-05-23," PHP 77,000.00 "
15681956,Bailey,N,George,Male,34,1983-05-30," PHP 37,000.00 "
15681990,Palmerston,D,Paul,Male,24,1993-05-16," PHP 15,000.00 "
15681991,Walsh,M,George,Male,32,1985-06-03," PHP 110,000.00 "
15682021,Lai,B,Joseph,Male,23,1994-06-09," PHP 102,000.00 "
15682048,Pisano,O,Dorothy,Female,51,1966-06-01," PHP 48,000.00 "
15682084,Chinomso,E,Edward,Male,31,1986-05-21," PHP 48,000.00 "
15682211,Tu,N,Joseph,Male,57,1960-06-12," PHP 66,000.00 "
15682268,Steere,O,Donna,Female,26,1991-05-08," PHP 33,000.00 "
15682273,Burns,N,Maria,Female,38,1979-05-10," PHP 81,000.00 "
15682322,Aksenov,T,George,Male,37,1980-05-16," PHP 114,000.00 "
15682355,Sabbatini,T,George,Male,42,1975-05-21," PHP 49,000.00 "
15682356,Veltri,S,Karen,Female,37,1980-05-20," PHP 19,000.00 "
15682369,Pisano,F,William,Male,47,1970-05-17," PHP 35,000.00 "
15682421,Talbot,B,Sharon,Female,30,1987-05-11," PHP 73,000.00 "
15682435,P'eng,N,Donald,Male,35,1982-05-27," PHP 62,000.00 "
15682454,McFarland,C,Jennifer,Female,34,1983-06-16," PHP 45,000.00 "
15682467,Chimezie,T,Sharon,Female,36,1981-06-17," PHP 57,000.00 "
15682472,Culbreth,D,Christopher,Male,34,1983-05-20," PHP 48,000.00 "
15682489,Crumbley,F,Christopher,Male,27,1990-05-11," PHP 168,000.00 "
15682523,Chigozie,G,Steven,Male,20,1997-06-06," PHP 53,000.00 "
15682528,Cremonesi,S,Richard,Male,33,1984-06-24," PHP 48,000.00 "
15682533,Hughes,S,Linda,Female,39,1978-06-26," PHP 160,000.00 "
15682540,Cremonesi,R,Susan,Female,33,1984-06-07," PHP 66,000.00 "
15682541,Hartley,S,Carol,Female,36,1981-06-04," PHP 29,000.00 "
15682547,Lucchese,D,Robert,Male,38,1979-05-23," PHP 51,000.00 "
15682563,Larionova,K,David,Male,38,1979-05-27," PHP 56,000.00 "
15682585,Guerra,C,Brian,Male,35,1982-05-10," PHP 44,000.00 "
15682600,Lo,A,Edward,Male,39,1978-06-16," PHP 54,000.00 "
15682618,Jamieson,A,Ruth,Female,31,1986-06-17," PHP 47,000.00 "
15682639,Marshall,Q,Kenneth,Male,32,1985-05-11," PHP 55,000.00 "
15682686,Chukwuemeka,G,Susan,Female,38,1979-06-20," PHP 133,000.00 "
15682728,Mathews,B,Helen,Female,32,1985-05-09," PHP 90,000.00 "
15682757,Pardey,K,Charles,Male,30,1987-06-24," PHP 76,000.00 "
15682773,Hayward,G,Donna,Female,38,1979-06-06," PHP 19,000.00 "
15682778,Fedorov,B,Brian,Male,34,1983-06-06," PHP 65,000.00 "
15682834,Johnstone,N,Nancy,Female,35,1982-05-22," PHP 173,000.00 "
15682839,Genovesi,Q,Ruth,Female,57,1960-05-21," PHP 57,000.00 "
15682860,Lo,B,Richard,Male,38,1979-05-14," PHP 73,000.00 "
15682868,Elliott,F,Sharon,Female,40,1977-06-06," PHP 116,000.00 "
15682890,Woronoff,S,Thomas,Male,38,1979-06-15," PHP 102,000.00 "
15682914,Bolton,L,David,Male,34,1983-05-21," PHP 93,000.00 "
15682928,Chiazagomekpere,B,Brian,Male,39,1978-06-23," PHP 7,000.00 "
15682955,Capon,R,Karen,Female,32,1985-06-11," PHP 51,000.00 "
15682995,Azuka,J,Maria,Female,32,1985-06-08," PHP 24,000.00 "
15683007,Torode,D,Linda,Female,25,1992-06-09," PHP 97,000.00 "
15683027,Chang,C,Brian,Male,29,1988-05-24," PHP 142,000.00 "
15683053,Reyna,O,Sharon,Female,48,1969-05-16," PHP 127,000.00 "
15683118,Rechner,D,David,Male,32,1985-05-10," PHP 116,000.00 "
15683124,Evans,N,William,Male,53,1964-06-03," PHP 157,000.00 "
15683157,Waring,M,Charles,Male,26,1991-05-22," PHP 116,000.00 "
15683168,Frederickson,Q,Ruth,Female,30,1987-05-22," PHP 137,000.00 "
15683183,Volkova,Q,Ruth,Female,45,1972-06-17," PHP 102,000.00 "
15683195,Ubanwa,A,George,Male,32,1985-05-12," PHP 50,000.00 "
15683213,Bergamaschi,J,Mary,Female,35,1982-06-02," PHP 147,000.00 "
15683276,Sargood,R,Margaret,Female,37,1980-05-26," PHP 103,000.00 "
15683339,P'eng,J,Margaret,Female,34,1983-05-30," PHP 15,000.00 "
15683363,Goddard,K,Daniel,Male,39,1978-06-05," PHP 81,000.00 "
15683375,Compton,O,Barbara,Female,32,1985-05-12," PHP 78,000.00 "
15683403,Lombardi,M,Edward,Male,52,1965-06-04," PHP 45,000.00 "
15683416,Russo,G,George,Male,51,1966-06-19," PHP 161,000.00 "
15683471,Hansen,P,Steven,Male,38,1979-05-10," PHP 38,000.00 "
15683483,Fleming,C,Christopher,Male,38,1979-06-09," PHP 125,000.00 "
15683503,Hudson,D,Barbara,Female,43,1974-05-26," PHP 68,000.00 "
15683521,Godfrey,S,Richard,Male,28,1989-05-28," PHP 88,000.00 "
15683522,Kennedy,A,Nancy,Female,37,1980-06-21," PHP 116,000.00 "
15683524,Tobenna,R,Sharon,Female,23,1994-05-11," PHP 65,000.00 "
15683544,Buccho,E,Kenneth,Male,62,1955-05-21," PHP 25,000.00 "
15683553,O'Brien,D,Sandra,Female,33,1984-06-02," PHP 81,000.00 "
15683560,Gallo,N,Donna,Female,40,1977-06-01," PHP 153,000.00 "
15683562,Allen,Q,Richard,Male,35,1982-06-05," PHP 129,000.00 "
15683618,Dyer,D,Margaret,Female,35,1982-05-11," PHP 25,000.00 "
15683625,Hare,M,Michael,Male,37,1980-05-13," PHP 27,000.00 "
15683657,Stephenson,S,Carol,Female,31,1986-05-24," PHP 39,000.00 "
15683677,Schiavone,T,Edward,Male,39,1978-06-21," PHP 56,000.00 "
15683758,Onyekachukwu,B,Daniel,Male,44,1973-06-16," PHP 32,000.00 "
15683841,Hamilton,E,Michael,Male,41,1976-05-10," PHP 169,000.00 "
15683892,Fraser,P,Nancy,Female,26,1991-06-13," PHP 93,000.00 "
15683930,Ch'iu,P,Betty,Female,32,1985-06-24," PHP 24,000.00 "
15683993,Knight,G,Karen,Female,37,1980-06-06," PHP 122,000.00 "
15684011,Miller,O,Donald,Male,29,1988-05-08," PHP 129,000.00 "
15684042,Blair,K,Steven,Male,34,1983-05-12," PHP 30,000.00 "
15684103,Mellor,T,Maria,Female,26,1991-06-22," PHP 97,000.00 "
15684147,Palerma,C,Mark,Male,43,1974-05-12," PHP 42,000.00 "
15684171,Bianchi,B,Karen,Female,61,1956-06-26," PHP 138,000.00 "
15684171,Bianchi,B,Karen,Female,61,1956-06-26," PHP 138,000.00 "
15684173,Chang,L,Dorothy,Female,44,1973-05-27," PHP 132,000.00 "
15684181,Hackett,G,Paul,Male,45,1972-05-15," PHP 106,000.00 "
15684196,Aitken,B,Maria,Female,55,1962-07-01," PHP 66,000.00 "
15684198,McDonald,C,Susan,Female,38,1979-05-26," PHP 9,000.00 "
15684211,Creel,F,Linda,Female,44,1973-06-21," PHP 121,000.00 "
15684248,Meng,E,Steven,Male,21,1996-05-24," PHP 120,000.00 "
15684267,Davila,O,Donald,Male,39,1978-06-28," PHP 94,000.00 "
15684269,Gray,M,Lisa,Female,35,1982-05-29," PHP 28,000.00 "
15684294,Chidumaga,O,Donald,Male,50,1967-05-21," PHP 110,000.00 "
15684296,Artyomova,B,Daniel,Male,34,1983-05-13," PHP 63,000.00 "
15684316,Udokamma,C,Christopher,Male,43,1974-05-16," PHP 164,000.00 "
15684318,McMillan,N,Donna,Female,50,1967-05-15," PHP 25,000.00 "
15684319,Baranova,S,Donna,Female,37,1980-06-17," PHP 103,000.00 "
15684358,Kang,L,Steven,Male,41,1976-05-12," PHP 154,000.00 "
15684367,Chigbogu,R,Richard,Male,27,1990-05-10," PHP 74,000.00 "
15684395,Enderby,B,Donna,Female,45,1972-06-05," PHP 93,000.00 "
15684419,Wallace,F,Patricia,Female,37,1980-06-08," PHP 38,000.00 "
15684440,Monaldo,I,Thomas,Male,32,1985-06-19," PHP 32,000.00 "
15684461,McKay,M,Linda,Female,31,1986-05-30," PHP 125,000.00 "
15684469,Hsiung,C,George,Male,32,1985-06-11," PHP 81,000.00 "
15684484,White,G,Daniel,Male,22,1995-06-06," PHP 91,000.00 "
15684516,Plascencia,L,Brian,Male,34,1983-06-10," PHP 80,000.00 "
15684548,Demidov,O,Charles,Male,38,1979-06-13," PHP 8,000.00 "
15684592,Lamb,G,Thomas,Male,42,1975-06-26," PHP 47,000.00 "
15684645,Ajuluchukwu,K,Mark,Male,41,1976-06-10," PHP 96,000.00 "
15684669,Parkes,J,Sharon,Female,41,1976-05-17," PHP 113,000.00 "
15684696,Lei,I,Lisa,Female,26,1991-05-08," PHP 131,000.00 "
15684722,Fraser,R,Brian,Male,34,1983-06-18," PHP 129,000.00 "
